idx,instance_id,repo,judge_success,nc,n,steps,cost
50,django__django-15315,django/django,1,1,1,40,0.146
51,django__django-15368,django/django,1,1,1,75,0.2659
52,django__django-15375,django/django,1,1,1,93,0.6084
53,django__django-15380,django/django,1,1,1,54,0.2187
54,django__django-15382,django/django,1,1,1,98,0.4338
55,django__django-15467,django/django,1,1,1,36,0.1182
56,django__django-15499,django/django,1,1,1,64,0.2232
57,django__django-15503,django/django,1,1,1,83,0.678
58,django__django-15525,django/django,1,1,1,83,0.4738
59,django__django-15554,django/django,1,1,1,157,1.1562
60,django__django-15561,django/django,1,1,1,55,0.2485
61,django__django-15563,django/django,0,0,1,77,0.4641
62,django__django-15569,django/django,1,1,1,51,0.1652
63,django__django-15572,django/django,1,1,1,37,0.1453
64,django__django-15629,django/django,1,1,1,144,0.8919
65,django__django-15695,django/django,1,1,1,80,0.4002
66,django__django-15731,django/django,1,1,1,33,0.1076
67,django__django-15732,django/django,1,1,1,82,0.3372
68,django__django-15741,django/django,1,1,1,46,0.1501
69,django__django-15814,django/django,1,1,1,89,0.326
70,django__django-15851,django/django,1,1,1,41,0.1599
71,django__django-15863,django/django,1,1,1,41,0.1692
72,django__django-15916,django/django,1,1,1,53,0.2525
73,django__django-15930,django/django,1,1,1,114,0.6124
74,django__django-15957,django/django,1,1,1,80,0.4094
75,django__django-15973,django/django,1,1,1,87,0.4006
76,django__django-15987,django/django,1,1,1,47,0.1641
77,django__django-16032,django/django,0,0,1,111,0.8875
78,django__django-16082,django/django,1,1,1,49,0.1607
79,django__django-16100,django/django,1,1,1,51,0.2036
80,django__django-16116,django/django,1,1,1,95,0.4212
81,django__django-16136,django/django,1,1,1,54,0.1848
82,django__django-16139,django/django,1,1,1,54,0.2366
83,django__django-16145,django/django,1,1,1,56,0.3171
84,django__django-16255,django/django,1,1,1,27,0.0838
85,django__django-16256,django/django,1,1,1,62,0.4656
86,django__django-16263,django/django,0,0,1,154,1.1992
87,django__django-16315,django/django,1,1,1,103,0.5237
88,django__django-16333,django/django,1,1,1,65,0.2473
89,django__django-16429,django/django,1,1,1,29,0.0967
90,django__django-16454,django/django,1,1,1,92,0.379
91,django__django-16485,django/django,1,1,1,37,0.1495
92,django__django-16493,django/django,1,1,1,40,0.1641
93,django__django-16502,django/django,1,1,1,83,0.4973
94,django__django-16527,django/django,1,1,1,35,0.1013
95,django__django-16560,django/django,1,1,1,91,0.4418
96,django__django-16569,django/django,1,1,1,26,0.0656
97,django__django-16595,django/django,1,1,1,37,0.1467
98,django__django-16612,django/django,1,1,1,68,0.2561
99,django__django-16631,django/django,1,1,1,53,0.2675
100,django__django-16642,django/django,1,1,1,25,0.0861
101,django__django-16661,django/django,1,1,1,97,0.5107
102,django__django-16662,django/django,1,1,1,45,0.1539
103,django__django-16667,django/django,1,1,1,41,0.1677
104,django__django-16801,django/django,1,1,1,26,0.0769
105,django__django-16819,django/django,1,1,1,112,0.6749
106,django__django-16877,django/django,1,1,1,56,0.2262
107,django__django-16899,django/django,1,1,1,76,0.2623
108,django__django-16901,django/django,1,1,1,64,0.2757
109,django__django-16938,django/django,1,1,1,82,0.3867
110,django__django-16950,django/django,1,1,1,68,0.2579
111,django__django-17029,django/django,1,1,1,43,0.1196
112,django__django-17084,django/django,1,1,1,89,0.4405
113,django__django-17087,django/django,1,1,1,57,0.2642
115,django__django-9296,django/django,1,1,1,29,0.1048
